,parents,has_nurs,form,children,housing,finance,social,health,class
1680,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_convenient,finance_convenient,social_problematic,health_recommended,priority
1681,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_convenient,finance_convenient,social_problematic,health_priority,priority
1682,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_convenient,finance_convenient,social_problematic,health_not_recom,not_recom
1683,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_convenient,finance_inconv,social_nonprob,health_recommended,priority
1684,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_convenient,finance_inconv,social_nonprob,health_priority,priority
1685,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_convenient,finance_inconv,social_nonprob,health_not_recom,not_recom
1686,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_convenient,finance_inconv,social_slightly_prob,health_recommended,priority
1687,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_convenient,finance_inconv,social_slightly_prob,health_priority,priority
1688,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_convenient,finance_inconv,social_slightly_prob,health_not_recom,not_recom
1689,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_convenient,finance_inconv,social_problematic,health_recommended,priority
1690,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_convenient,finance_inconv,social_problematic,health_priority,priority
1691,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_convenient,finance_inconv,social_problematic,health_not_recom,not_recom
1692,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_convenient,social_nonprob,health_recommended,priority
1693,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_convenient,social_nonprob,health_priority,priority
1694,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_convenient,social_nonprob,health_not_recom,not_recom
1695,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_convenient,social_slightly_prob,health_recommended,priority
1696,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_convenient,social_slightly_prob,health_priority,priority
1697,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_convenient,social_slightly_prob,health_not_recom,not_recom
1698,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_convenient,social_problematic,health_recommended,priority
1699,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_convenient,social_problematic,health_priority,priority
1700,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_convenient,social_problematic,health_not_recom,not_recom
1701,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_inconv,social_nonprob,health_recommended,priority
1702,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_inconv,social_nonprob,health_priority,priority
1703,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_inconv,social_nonprob,health_not_recom,not_recom
1704,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_inconv,social_slightly_prob,health_recommended,priority
1705,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_inconv,social_slightly_prob,health_priority,priority
1706,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_inconv,social_slightly_prob,health_not_recom,not_recom
1707,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_inconv,social_problematic,health_recommended,priority
1708,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_inconv,social_problematic,health_priority,priority
1709,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_less_conv,finance_inconv,social_problematic,health_not_recom,not_recom
1710,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_convenient,social_nonprob,health_recommended,priority
1711,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_convenient,social_nonprob,health_priority,priority
1712,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_convenient,social_nonprob,health_not_recom,not_recom
1713,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_convenient,social_slightly_prob,health_recommended,priority
1714,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_convenient,social_slightly_prob,health_priority,priority
1715,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_convenient,social_slightly_prob,health_not_recom,not_recom
1716,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_convenient,social_problematic,health_recommended,priority
1717,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_convenient,social_problematic,health_priority,priority
1718,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_convenient,social_problematic,health_not_recom,not_recom
1719,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_inconv,social_nonprob,health_recommended,priority
1720,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_inconv,social_nonprob,health_priority,priority
1721,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_inconv,social_nonprob,health_not_recom,not_recom
1722,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_inconv,social_slightly_prob,health_recommended,priority
1723,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_inconv,social_slightly_prob,health_priority,priority
1724,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_inconv,social_slightly_prob,health_not_recom,not_recom
1725,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_inconv,social_problematic,health_recommended,priority
1726,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_inconv,social_problematic,health_priority,priority
1727,parents_usual,has_nurs_less_proper,form_foster,children_more,housing_critical,finance_inconv,social_problematic,health_not_recom,not_recom
1728,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_convenient,social_nonprob,health_recommended,very_recom
1729,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_convenient,social_nonprob,health_priority,priority
1730,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_convenient,social_nonprob,health_not_recom,not_recom
1731,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_convenient,social_slightly_prob,health_recommended,very_recom
1732,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_convenient,social_slightly_prob,health_priority,priority
1733,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_convenient,social_slightly_prob,health_not_recom,not_recom
1734,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_convenient,social_problematic,health_recommended,priority
1735,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_convenient,social_problematic,health_priority,priority
1736,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_convenient,social_problematic,health_not_recom,not_recom
1737,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_inconv,social_nonprob,health_recommended,very_recom
1738,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_inconv,social_nonprob,health_priority,priority
1739,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_inconv,social_nonprob,health_not_recom,not_recom
1740,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_inconv,social_slightly_prob,health_recommended,very_recom
1741,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_inconv,social_slightly_prob,health_priority,priority
1742,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_inconv,social_slightly_prob,health_not_recom,not_recom
1743,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_inconv,social_problematic,health_recommended,priority
1744,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_inconv,social_problematic,health_priority,priority
1745,parents_usual,has_nurs_improper,form_complete,children_1,housing_convenient,finance_inconv,social_problematic,health_not_recom,not_recom
1746,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_convenient,social_nonprob,health_recommended,very_recom
1747,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_convenient,social_nonprob,health_priority,priority
1748,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_convenient,social_nonprob,health_not_recom,not_recom
1749,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_convenient,social_slightly_prob,health_recommended,very_recom
1750,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_convenient,social_slightly_prob,health_priority,priority
1751,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_convenient,social_slightly_prob,health_not_recom,not_recom
1752,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_convenient,social_problematic,health_recommended,priority
1753,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_convenient,social_problematic,health_priority,priority
1754,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_convenient,social_problematic,health_not_recom,not_recom
1755,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_inconv,social_nonprob,health_recommended,very_recom
1756,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_inconv,social_nonprob,health_priority,priority
1757,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_inconv,social_nonprob,health_not_recom,not_recom
1758,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_inconv,social_slightly_prob,health_recommended,very_recom
1759,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_inconv,social_slightly_prob,health_priority,priority
1760,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_inconv,social_slightly_prob,health_not_recom,not_recom
1761,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_inconv,social_problematic,health_recommended,priority
1762,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_inconv,social_problematic,health_priority,priority
1763,parents_usual,has_nurs_improper,form_complete,children_1,housing_less_conv,finance_inconv,social_problematic,health_not_recom,not_recom
1764,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_convenient,social_nonprob,health_recommended,very_recom
1765,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_convenient,social_nonprob,health_priority,priority
1766,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_convenient,social_nonprob,health_not_recom,not_recom
1767,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_convenient,social_slightly_prob,health_recommended,very_recom
1768,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_convenient,social_slightly_prob,health_priority,priority
1769,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_convenient,social_slightly_prob,health_not_recom,not_recom
1770,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_convenient,social_problematic,health_recommended,priority
1771,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_convenient,social_problematic,health_priority,priority
1772,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_convenient,social_problematic,health_not_recom,not_recom
1773,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_inconv,social_nonprob,health_recommended,very_recom
1774,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_inconv,social_nonprob,health_priority,priority
1775,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_inconv,social_nonprob,health_not_recom,not_recom
1776,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_inconv,social_slightly_prob,health_recommended,very_recom
1777,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_inconv,social_slightly_prob,health_priority,priority
1778,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_inconv,social_slightly_prob,health_not_recom,not_recom
1779,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_inconv,social_problematic,health_recommended,priority
1780,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_inconv,social_problematic,health_priority,priority
1781,parents_usual,has_nurs_improper,form_complete,children_1,housing_critical,finance_inconv,social_problematic,health_not_recom,not_recom
1782,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_convenient,social_nonprob,health_recommended,very_recom
1783,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_convenient,social_nonprob,health_priority,priority
1784,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_convenient,social_nonprob,health_not_recom,not_recom
1785,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_convenient,social_slightly_prob,health_recommended,very_recom
1786,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_convenient,social_slightly_prob,health_priority,priority
1787,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_convenient,social_slightly_prob,health_not_recom,not_recom
1788,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_convenient,social_problematic,health_recommended,priority
1789,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_convenient,social_problematic,health_priority,priority
1790,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_convenient,social_problematic,health_not_recom,not_recom
1791,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_inconv,social_nonprob,health_recommended,very_recom
1792,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_inconv,social_nonprob,health_priority,priority
1793,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_inconv,social_nonprob,health_not_recom,not_recom
1794,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_inconv,social_slightly_prob,health_recommended,very_recom
1795,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_inconv,social_slightly_prob,health_priority,priority
1796,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_inconv,social_slightly_prob,health_not_recom,not_recom
1797,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_inconv,social_problematic,health_recommended,priority
1798,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_inconv,social_problematic,health_priority,priority
1799,parents_usual,has_nurs_improper,form_complete,children_2,housing_convenient,finance_inconv,social_problematic,health_not_recom,not_recom
1800,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_convenient,social_nonprob,health_recommended,very_recom
1801,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_convenient,social_nonprob,health_priority,priority
1802,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_convenient,social_nonprob,health_not_recom,not_recom
1803,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_convenient,social_slightly_prob,health_recommended,very_recom
1804,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_convenient,social_slightly_prob,health_priority,priority
1805,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_convenient,social_slightly_prob,health_not_recom,not_recom
1806,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_convenient,social_problematic,health_recommended,priority
1807,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_convenient,social_problematic,health_priority,priority
1808,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_convenient,social_problematic,health_not_recom,not_recom
1809,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_inconv,social_nonprob,health_recommended,very_recom
1810,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_inconv,social_nonprob,health_priority,priority
1811,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_inconv,social_nonprob,health_not_recom,not_recom
1812,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_inconv,social_slightly_prob,health_recommended,very_recom
1813,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_inconv,social_slightly_prob,health_priority,priority
1814,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_inconv,social_slightly_prob,health_not_recom,not_recom
1815,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_inconv,social_problematic,health_recommended,priority
1816,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_inconv,social_problematic,health_priority,priority
1817,parents_usual,has_nurs_improper,form_complete,children_2,housing_less_conv,finance_inconv,social_problematic,health_not_recom,not_recom
1818,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_convenient,social_nonprob,health_recommended,priority
1819,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_convenient,social_nonprob,health_priority,priority
1820,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_convenient,social_nonprob,health_not_recom,not_recom
1821,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_convenient,social_slightly_prob,health_recommended,priority
1822,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_convenient,social_slightly_prob,health_priority,priority
1823,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_convenient,social_slightly_prob,health_not_recom,not_recom
1824,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_convenient,social_problematic,health_recommended,priority
1825,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_convenient,social_problematic,health_priority,priority
1826,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_convenient,social_problematic,health_not_recom,not_recom
1827,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_inconv,social_nonprob,health_recommended,priority
1828,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_inconv,social_nonprob,health_priority,priority
1829,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_inconv,social_nonprob,health_not_recom,not_recom
1830,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_inconv,social_slightly_prob,health_recommended,priority
1831,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_inconv,social_slightly_prob,health_priority,priority
1832,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_inconv,social_slightly_prob,health_not_recom,not_recom
1833,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_inconv,social_problematic,health_recommended,priority
1834,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_inconv,social_problematic,health_priority,priority
1835,parents_usual,has_nurs_improper,form_complete,children_2,housing_critical,finance_inconv,social_problematic,health_not_recom,not_recom
1836,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_convenient,social_nonprob,health_recommended,very_recom
1837,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_convenient,social_nonprob,health_priority,priority
1838,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_convenient,social_nonprob,health_not_recom,not_recom
1839,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_convenient,social_slightly_prob,health_recommended,very_recom
1840,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_convenient,social_slightly_prob,health_priority,priority
1841,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_convenient,social_slightly_prob,health_not_recom,not_recom
1842,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_convenient,social_problematic,health_recommended,priority
1843,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_convenient,social_problematic,health_priority,priority
1844,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_convenient,social_problematic,health_not_recom,not_recom
1845,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_inconv,social_nonprob,health_recommended,priority
1846,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_inconv,social_nonprob,health_priority,priority
1847,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_inconv,social_nonprob,health_not_recom,not_recom
1848,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_inconv,social_slightly_prob,health_recommended,priority
1849,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_inconv,social_slightly_prob,health_priority,priority
1850,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_inconv,social_slightly_prob,health_not_recom,not_recom
1851,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_inconv,social_problematic,health_recommended,priority
1852,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_inconv,social_problematic,health_priority,priority
1853,parents_usual,has_nurs_improper,form_complete,children_3,housing_convenient,finance_inconv,social_problematic,health_not_recom,not_recom
1854,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_convenient,social_nonprob,health_recommended,priority
1855,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_convenient,social_nonprob,health_priority,priority
1856,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_convenient,social_nonprob,health_not_recom,not_recom
1857,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_convenient,social_slightly_prob,health_recommended,priority
1858,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_convenient,social_slightly_prob,health_priority,priority
1859,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_convenient,social_slightly_prob,health_not_recom,not_recom
1860,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_convenient,social_problematic,health_recommended,priority
1861,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_convenient,social_problematic,health_priority,priority
1862,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_convenient,social_problematic,health_not_recom,not_recom
1863,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_inconv,social_nonprob,health_recommended,priority
1864,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_inconv,social_nonprob,health_priority,priority
1865,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_inconv,social_nonprob,health_not_recom,not_recom
1866,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_inconv,social_slightly_prob,health_recommended,priority
1867,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_inconv,social_slightly_prob,health_priority,priority
1868,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_inconv,social_slightly_prob,health_not_recom,not_recom
1869,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_inconv,social_problematic,health_recommended,priority
1870,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_inconv,social_problematic,health_priority,priority
1871,parents_usual,has_nurs_improper,form_complete,children_3,housing_less_conv,finance_inconv,social_problematic,health_not_recom,not_recom
1872,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_convenient,social_nonprob,health_recommended,priority
1873,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_convenient,social_nonprob,health_priority,priority
1874,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_convenient,social_nonprob,health_not_recom,not_recom
1875,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_convenient,social_slightly_prob,health_recommended,priority
1876,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_convenient,social_slightly_prob,health_priority,priority
1877,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_convenient,social_slightly_prob,health_not_recom,not_recom
1878,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_convenient,social_problematic,health_recommended,priority
1879,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_convenient,social_problematic,health_priority,priority
1880,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_convenient,social_problematic,health_not_recom,not_recom
1881,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_inconv,social_nonprob,health_recommended,priority
1882,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_inconv,social_nonprob,health_priority,priority
1883,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_inconv,social_nonprob,health_not_recom,not_recom
1884,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_inconv,social_slightly_prob,health_recommended,priority
1885,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_inconv,social_slightly_prob,health_priority,priority
1886,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_inconv,social_slightly_prob,health_not_recom,not_recom
1887,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_inconv,social_problematic,health_recommended,priority
1888,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_inconv,social_problematic,health_priority,priority
1889,parents_usual,has_nurs_improper,form_complete,children_3,housing_critical,finance_inconv,social_problematic,health_not_recom,not_recom
1890,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_convenient,social_nonprob,health_recommended,very_recom
1891,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_convenient,social_nonprob,health_priority,priority
1892,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_convenient,social_nonprob,health_not_recom,not_recom
1893,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_convenient,social_slightly_prob,health_recommended,very_recom
1894,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_convenient,social_slightly_prob,health_priority,priority
1895,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_convenient,social_slightly_prob,health_not_recom,not_recom
1896,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_convenient,social_problematic,health_recommended,priority
1897,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_convenient,social_problematic,health_priority,priority
1898,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_convenient,social_problematic,health_not_recom,not_recom
1899,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_inconv,social_nonprob,health_recommended,priority
1900,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_inconv,social_nonprob,health_priority,priority
1901,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_inconv,social_nonprob,health_not_recom,not_recom
1902,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_inconv,social_slightly_prob,health_recommended,priority
1903,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_inconv,social_slightly_prob,health_priority,priority
1904,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_inconv,social_slightly_prob,health_not_recom,not_recom
1905,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_inconv,social_problematic,health_recommended,priority
1906,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_inconv,social_problematic,health_priority,priority
1907,parents_usual,has_nurs_improper,form_complete,children_more,housing_convenient,finance_inconv,social_problematic,health_not_recom,not_recom
1908,parents_usual,has_nurs_improper,form_complete,children_more,housing_less_conv,finance_convenient,social_nonprob,health_recommended,priority
1909,parents_usual,has_nurs_improper,form_complete,children_more,housing_less_conv,finance_convenient,social_nonprob,health_priority,priority
1910,parents_usual,has_nurs_improper,form_complete,children_more,housing_less_conv,finance_convenient,social_nonprob,health_not_recom,not_recom
1911,parents_usual,has_nurs_improper,form_complete,children_more,housing_less_conv,finance_convenient,social_slightly_prob,health_recommended,priority
1912,parents_usual,has_nurs_improper,form_complete,children_more,housing_less_conv,finance_convenient,social_slightly_prob,health_priority,priority
1913,parents_usual,has_nurs_improper,form_complete,children_more,housing_less_conv,finance_convenient,social_slightly_prob,health_not_recom,not_recom
1914,parents_usual,has_nurs_improper,form_complete,children_more,housing_less_conv,finance_convenient,social_problematic,health_recommended,priority
1915,parents_usual,has_nurs_improper,form_complete,children_more,housing_less_conv,finance_convenient,social_problematic,health_priority,priority
1916,parents_usual,has_nurs_improper,form_complete,children_more,housing_less_conv,finance_convenient,social_problematic,health_not_recom,not_recom
1917,parents_usual,has_nurs_improper,form_complete,children_more,housing_less_conv,finance_inconv,social_nonprob,health_recommended,priority
